,City Name,Cloudiness,Country,Humidity,Latitude,Longitude,Max Temp,Wind Speed
432,Bismarck,1,US,61,46.81,-100.78,300.15,5.7
433,Porto Torres,0,IT,94,40.84,8.4,297.59,1.0
434,Kampene,79,CD,97,-3.59,26.67,293.017,0.31
435,Warka,40,PL,87,51.79,21.18,289.82,4.1
436,Ergani,0,TR,32,38.27,39.76,302.15,5.1
437,Atar,0,MR,11,20.52,-13.05,307.867,6.54
438,La Plata,0,AR,76,-34.92,-57.95,286.15,2.6
439,Narsaq,62,GL,70,60.91,-46.05,282.15,2.6
440,Mecca,32,SA,45,21.43,39.83,302.287,1.4
441,Loandjili,0,CG,80,-4.77,11.87,295.817,4.93
442,Tabou,75,CI,91,4.42,-7.36,296.937,2.09
443,Sadat,100,YE,59,14.53,44.17,297.377,0.9
444,Port Shepstone,0,ZA,35,-30.74,30.45,289.527,3.85
445,Lamu,82,CN,84,35.77,102.37,282.207,1.7
446,Pozo Colorado,89,PY,86,-23.49,-58.8,292.177,2.9
447,Gwanda,0,ZW,70,-20.94,29.0,284.127,1.44
448,Nerchinskiy Zavod,0,RU,47,51.31,119.61,291.307,4.1
449,Sibolga,100,ID,78,1.74,98.78,301.097,2.7
450,Wageningen,90,NL,87,51.98,5.66,288.15,1.5
451,Kutum,52,SD,37,14.2,24.66,300.617,2.92
452,Kalaleh,75,IR,83,37.38,55.49,298.15,4.94
453,Koslan,73,RU,70,63.46,48.9,282.577,2.12
454,Kuantan,75,MY,94,3.82,103.33,299.15,0.61
455,Birin,100,NP,91,26.89,88.07,289.527,1.42
456,Sal Rei,40,CV,83,16.18,-22.92,296.15,9.3
457,Segezha,100,RU,96,63.74,34.31,282.807,3.74
458,Trincomalee,80,LK,71,8.58,81.23,299.727,5.04
459,Valparaiso,75,US,66,41.47,-87.06,304.15,3.79
460,Chekhov,75,RU,93,55.14,37.45,288.15,3.0
461,Kargasok,53,RU,86,59.06,80.87,284.697,3.1
462,Guanica,40,PR,83,17.97,-66.91,300.93,4.1
463,Rodrigues Alves,0,BR,94,-7.74,-72.65,297.15,0.92
464,Port Hardy,75,CA,82,50.7,-127.42,288.15,2.1
465,Caraz,0,PE,67,-9.05,-77.81,284.477,0.95
466,Mbigou,0,GA,88,-1.9,11.91,291.847,0.64
467,Brokopondo,40,SR,88,5.06,-54.98,299.15,2.6
468,Vanimo,100,PG,78,-2.67,141.3,300.847,2.95
469,Prince Rupert,1,CA,82,54.32,-130.32,289.15,3.1
470,Warwick,90,US,100,41.7,-71.42,297.04,1.5
471,Jiujiang,100,CN,80,29.73,115.99,300.577,3.96
472,Haldibari,84,IN,95,26.34,88.78,298.467,3.68
473,Bereda,17,ES,100,43.27,-7.54,290.93,2.6
474,Klaksvik,100,FO,100,62.23,-6.59,283.15,3.6
475,Kabo,73,CF,96,7.69,18.62,295.017,1.51
476,Rome,0,IT,64,41.89,12.48,299.26,2.1
477,Rawson,99,AR,63,-43.3,-65.11,276.037,7.93
478,Pali,0,IN,56,25.77,73.33,304.647,6.66
479,Leticia,0,CO,100,-4.21,-69.94,298.15,0.37
480,Kaduna,97,NG,91,10.52,7.44,293.687,3.02
481,Ifanadiana,79,MG,99,-21.3,47.64,289.697,0.99
482,Solnechnyy,92,RU,46,50.72,136.64,293.707,0.52
483,Nyurba,100,RU,60,63.29,118.35,295.017,1.55
484,Hailey,5,US,26,43.52,-114.32,294.15,2.1
485,Floro,70,NO,81,61.6,5.03,283.15,1.5
486,Coahuayana,100,MX,68,18.62,-100.35,300.437,1.35
487,Wuwei,96,CN,38,37.93,102.64,292.117,3.82
488,Sao Jose dos Pinhais,64,BR,99,-25.53,-49.21,289.26,1.13
489,Mendi,63,ET,95,9.8,35.1,290.657,1.39
490,Fairbanks,75,US,33,64.84,-147.72,297.15,0.84
491,Sundsvall,41,SE,53,62.39,17.31,284.26,6.2
492,Namibe,98,AO,79,-15.19,12.15,291.087,5.78
493,Repatriacion,58,PY,96,-25.53,-55.95,290.177,4.89
494,Boulder,1,US,26,40.02,-105.27,307.15,4.1
495,Voyvozh,90,RU,56,62.89,54.96,284.997,1.65
496,Shellbrook,75,CA,50,53.22,-106.39,297.15,1.0
497,Yantzaza,71,EC,99,-3.83,-78.76,287.417,1.17
498,Yakeshi,100,CN,68,49.28,120.73,287.777,8.72
499,Biu,86,NG,70,10.61,12.19,298.087,1.48
500,Puerto Leguizamo,12,CO,97,-0.19,-74.78,296.037,1.29
501,Arauca,20,VE,83,7.08,-70.76,300.15,1.28
502,Boali,66,CF,86,4.81,18.11,293.977,1.07
503,Salvacion,75,PH,83,14.63,120.99,302.04,1.0
504,Christchurch,45,NZ,53,-43.53,172.64,283.15,1.5
505,Novosergiyevka,100,RU,88,52.08,53.65,287.147,0.49
506,Loding,0,DE,65,48.05,12.68,294.26,1.81
507,Sawtell,40,AU,68,-30.38,153.1,292.15,4.6
508,Mufulira,0,ZM,80,-12.55,28.24,282.147,1.86
509,Ajdabiya,0,LY,84,30.75,20.22,297.877,5.05
510,Makakilo City,75,US,78,21.35,-158.09,303.15,3.6
511,Bandarbeyla,100,SO,57,9.49,50.81,298.937,12.98
512,Ostersund,91,SE,81,63.18,14.64,281.48,4.1
513,Clyde River,1,CA,49,70.47,-68.59,282.15,9.8
514,Guadalajara,0,ES,34,40.63,-3.16,302.15,1.0
515,Abha,0,SA,15,18.22,42.5,296.15,2.1
516,Assiniboia,78,CA,70,49.63,-105.99,293.997,7.22
517,Mau,51,IN,59,25.94,83.57,305.157,2.2
518,Usinsk,49,RU,68,66.0,57.56,284.797,2.44
519,Savannakhet,75,TH,88,16.57,104.76,300.15,2.1
520,Kautokeino,91,NO,71,69.01,23.04,276.917,2.04
521,Seoul,75,KR,73,37.57,126.98,299.15,0.5
522,Sydney,20,AU,77,-33.85,151.22,290.93,3.1
523,Puerto Baquerizo Moreno,40,EC,88,-0.9,-89.6,296.15,5.7
524,Pag,0,HR,57,44.45,15.06,300.15,3.6
525,Bermeo,37,ES,88,43.42,-2.72,293.71,2.1
526,Harper,1,US,54,30.3,-99.24,301.15,4.1
527,Chara,0,GR,64,39.42,22.43,297.04,1.48
528,Salisbury,19,GB,82,51.07,-1.8,288.71,6.7
529,San Ramon,46,NI,78,12.92,-85.84,295.397,4.55
530,Grootfontein,0,NA,61,-19.56,18.1,282.007,1.78
531,Innisfail,98,AU,82,-17.52,146.03,293.71,4.02
532,Borujerd,0,IR,30,33.89,48.76,295.15,2.1
533,Road Town,40,VG,74,18.42,-64.62,301.15,5.1
534,Basoko,100,CD,98,1.23,23.61,293.027,1.35
535,Carballo,0,ES,100,43.21,-8.69,289.82,2.6
536,Novichikha,90,RU,95,52.2,81.39,288.307,5.16
537,Princeton,1,US,48,40.35,-74.66,303.15,0.99
538,Lakewood,1,US,56,33.85,-118.12,299.82,5.1
539,Tall Kayf,0,TR,30,37.08,41.07,301.15,4.1
540,Cabinda,0,AO,81,-5.56,12.19,295.817,5.39
541,Nevesinje,75,BA,82,43.26,18.11,296.15,3.1
542,Sokoni,0,CD,78,-12.89,28.78,282.727,2.33
543,Coihaique,0,CL,92,-45.58,-72.07,270.15,0.3
544,Caravelas,0,BR,82,-17.73,-39.27,295.957,3.8
545,Virginia Beach,1,US,61,36.85,-75.98,303.15,5.04
546,Sijunjung,28,ID,96,-0.69,100.95,292.757,0.49
547,Nouadhibou,0,MR,64,20.93,-17.03,295.15,9.8
548,Barcelos,4,BR,93,-0.97,-62.93,297.377,0.89
549,Praia,0,BR,72,-20.25,-43.81,293.15,2.6
550,Russell,1,US,36,38.9,-98.86,308.15,11.8
551,Pitsunda,48,GE,88,43.16,40.34,295.93,4.0
552,Marsh Harbour,64,BS,69,26.54,-77.06,302.337,4.75
553,Araouane,17,ML,16,18.9,-3.53,310.327,2.06
